연번,시도명,시군구명,법정동명,관리번호,시설물명,세부위치,위도,경도,데이터기준일자,이미지명,비고
540,경기도,성남시 수정구,신흥동,성남-rtbs-341,가로등,신흥제9공영주차장 앞,37.443359,127.142674,2022.10.26,성남-rtbs-341-01.jpeg,
541,경기도,성남시 수정구,신흥동,성남-rtbs-341,이정표,신흥제9공영주차장 앞,37.443347,127.142679,2022.10.26,성남-rtbs-341-02.jpeg,
542,경기도,성남시 수정구,신흥동,성남-rtbs-342,가로수,수정 청소년 수련관 앞,37.442039,127.136318,2022.10.24,성남-rtbs-342-01.jpeg,
543,경기도,성남시 수정구,신흥동,성남-rtbs-342,이정표,수정 청소년 수련관 앞,37.442057,127.136309,2022.10.24,성남-rtbs-342-02.jpeg,
544,경기도,성남시 수정구,신흥동,성남-rtbs-342,가로등,수정 청소년 수련관 앞,37.442102,127.136354,2022.10.24,성남-rtbs-342-03.jpeg,
545,경기도,성남시 수정구,신흥동,성남-rtbs-342,가로수,수정 청소년 수련관 앞,37.442156,127.136405,2022.10.24,성남-rtbs-342-04.jpeg,
546,경기도,성남시 수정구,신흥동,성남-rtbs-344,교통표지판,더타이어샵 수정점 앞,37.444774,127.144078,2022.10.25,성남-rtbs-344-01.jpeg,
547,경기도,성남시 수정구,신흥동,성남-rtbs-344,가로수,더타이어샵 수정점 앞,37.444792,127.144095,2022.10.25,성남-rtbs-344-02.jpeg,
548,경기도,성남시 수정구,신흥동,성남-rtbs-346,가로수,태평제일교회 앞,37.447116,127.144345,2022.10.25,성남-rtbs-346-01.jpeg,
549,경기도,성남시 수정구,태평동,성남-rtbs-347,신호등,성남초등학교앞 사거리,37.446338,127.145202,2022.10.25,성남-rtbs-347-01.jpeg,
550,경기도,성남시 수정구,태평동,성남-rtbs-347,가로수,성남초등학교앞 사거리,37.446327,127.145225,2022.10.25,성남-rtbs-347-02.jpeg,
551,경기도,성남시 수정구,태평동,성남-rtbs-347,가로등,성남초등학교앞 사거리,37.446306,127.145242,2022.10.25,성남-rtbs-347-03.jpeg,
552,경기도,성남시 수정구,태평동,성남-rtbs-347,가로수,성남초등학교앞 사거리,37.446295,127.14525,2022.10.25,성남-rtbs-347-04.jpeg,
553,경기도,성남시 수정구,태평동,성남-rtbs-347,신호등,성남초등학교앞 사거리,37.446282,127.145239,2022.10.25,성남-rtbs-347-05.jpeg,
554,경기도,성남시 수정구,태평동,성남-rtbs-348,신호등,아이리라 어린이집 앞,37.448575,127.142893,2022.10.25,성남-rtbs-348-01.jpeg,
555,경기도,성남시 중원구,상대원동,성남-rtbs-349,전봇대,상대원1동행정복지센터 앞,37.433075,127.164259,2022.10.21,성남-rtbs-349-01.jpeg,
556,경기도,성남시 수정구,신흥동,성남-rtbs-350,신호등,신흥청구타운아파트 경로당 뒷편,37.444089,127.149749,2022.10.20,성남-rtbs-350-01.jpeg,
557,경기도,성남시 수정구,신흥동,성남-rtbs-351,신호등,한신아파트 뒤,37.445802,127.151843,2022.10.20,성남-rtbs-351-01.jpeg,
558,경기도,성남시 수정구,신흥동,성남-rtbs-351,전신주,한신아파트 뒤,37.445802,127.151837,2022.10.20,성남-rtbs-351-02.jpeg,
559,경기도,성남시 수정구,신흥동,성남-rtbs-352,전봇대,원타임 성남수진점 앞,37.440895,127.144087,2022.10.26,성남-rtbs-352-01.jpeg,
560,경기도,성남시 중원구,갈현동,성남-rtbs-353,가로수,신호등 좌측,37.420697,127.182839,2022.10.21,성남-rtbs-353-01.jpeg,
561,경기도,성남시 중원구,갈현동,성남-rtbs-353,신호등,성남시장례식장 주차장 앞,37.42071,127.182834,2022.10.21,성남-rtbs-353-02.jpeg,
562,경기도,성남시 수정구,양지동,성남-rtbs-356,가로등,세븐일레븐 성남양지2호점 앞,37.45721,127.163251,2022.10.21,성남-rtbs-356-01.jpeg,
563,경기도,성남시 수정구,양지동,성남-rtbs-356,교통신호제어기,세븐일레븐 성남양지3호점 앞,37.457208,127.163265,2022.10.21,성남-rtbs-356-02.jpeg,
564,경기도,성남시 수정구,양지동,성남-rtbs-356,가로수,세븐일레븐 성남양지4호점 앞,37.457219,127.163285,2022.10.21,성남-rtbs-356-03.jpeg,
565,경기도,성남시 수정구,양지동,성남-rtbs-356,표지판,세븐일레븐 성남양지5호점 앞,37.457203,127.163287,2022.10.21,성남-rtbs-356-04.jpeg,
566,경기도,성남시 수정구,단대동,성남-rtbs-358,입간판,부동산여기로 공인중개사사무소 앞,37.457019,127.159268,2022.10.27,성남-rtbs-358-01.jpeg,
567,경기도,성남시 수정구,단대동,성남-rtbs-358,가로수,부동산여기로 공인중개사사무소 앞,37.456974,127.159318,2022.10.27,성남-rtbs-358-02.jpeg,
568,경기도,성남시 수정구,단대동,성남-rtbs-358,지시표지판,부동산여기로 공인중개사사무소 앞,37.456958,127.159332,2022.10.27,성남-rtbs-358-03.jpeg,
569,경기도,성남시 중원구,금광동,성남-rtbs-360,신호등,금상초등학교 앞,37.442618,127.166079,2022.10.20,성남-rtbs-360-01.jpeg,
570,경기도,성남시 수정구,은행동,성남-rtbs-362,표지판,은행시장약국 앞,37.457882,127.164329,2022.10.21,성남-rtbs-362-01.jpeg,
571,경기도,성남시 수정구,은행동,성남-rtbs-362,신호등,은행시장약국 앞,37.45788,127.164374,2022.10.21,성남-rtbs-362-02.jpeg,
572,경기도,성남시 수정구,은행동,성남-rtbs-363,신호등,LG유플러스 은행동은행시장점 앞,37.455198,127.16204,2022.10.27,성남-rtbs-363-01.jpeg,
573,경기도,성남시 수정구,창곡동,성남-rtbs-364,화분,사임당 앞,37.467246,127.13779,2022.10.24,성남-rtbs-364-01.jpeg,
574,경기도,성남시 중원구,금광동,성남-rtbs-365,화분,은행동현대아파트정문 앞,37.450378,127.163052,2022.10.19,성남-rtbs-365-01.jpeg,
575,경기도,성남시 수정구,창곡동,성남-rtbs-366,신호등,위례자연앤래미안 E편한세상 앞,37.466915,127.148757,2022.10.24,성남-rtbs-366-01.jpeg,
576,경기도,성남시 수정구,수진동,성남-rtbs-367,전봇대,더페이스샵 성남중앙점 앞,37.441322,127.13357,2022.10.25,성남-rtbs-367-01.jpeg,
577,경기도,성남시 수정구,수진동,성남-rtbs-367,가로수,더페이스샵 성남중앙점 앞,37.441317,127.133556,2022.10.25,성남-rtbs-367-02.jpeg,
578,경기도,성남시 수정구,태평동,성남-rtbs-369,전봇대,신전떡볶이 태평점,37.444368,127.135022,2022.10.24,성남-rtbs-369-01.jpeg,
579,경기도,성남시 수정구,태평동,성남-rtbs-369,CCTV,신전떡볶이 태평점,37.444368,127.135025,2022.10.24,성남-rtbs-369-02.jpeg,
580,경기도,성남시 수정구,태평동,성남-rtbs-370,신호등,이마트 R태평오거리점 앞,37.446211,127.13415,2022.10.24,성남-rtbs-370-01.jpeg,
581,경기도,성남시 수정구,태평동,성남-rtbs-370,전신주,이마트 R태평오거리점 앞,37.446196,127.13415,2022.10.24,성남-rtbs-370-02.jpeg,
582,경기도,성남시 수정구,태평동,성남-rtbs-370,가로등,이마트 R태평오거리점 앞,37.446178,127.134135,2022.10.24,성남-rtbs-370-03.jpeg,
583,경기도,성남시 중원구,금광동,성남-rtbs-371,교통표지판,중부초등학교 맞은편,37.45076,127.165747,2022.10.17,성남-rtbs-371-01.jpeg,
584,경기도,성남시 중원구,금광동,성남-rtbs-371,신호등,중부초등학교 맞은편,37.450735,127.165795,2022.10.17,성남-rtbs-371-02.jpeg,
585,경기도,성남시 중원구,금광동,성남-rtbs-371,신호등,중부초등학교 맞은편,37.450714,127.16584,2022.10.17,성남-rtbs-371-03.jpeg,
586,경기도,성남시 수정구,태평동,성남-rtbs-372,전봇대,세븐일레븐 앞,37.444723,127.12981,2022.10.18,성남-rtbs-372-01.jpeg,
587,경기도,성남시 수정구,태평동,성남-rtbs-373,가로등,성남서초등학교 대각선 맞은편,37.447925,127.12842,2022.10.18,성남-rtbs-373-01.jpeg,
588,경기도,성남시 수정구,태평동,성남-rtbs-373,전봇대,성남서초등학교 대각선 맞은편,37.447909,127.128437,2022.10.18,성남-rtbs-373-02.jpeg,
589,경기도,성남시 수정구,태평동,성남-rtbs-375,표지판,태평3동 행정복지센터 앞,37.445575,127.132753,2022.10.24,성남-rtbs-375-01.jpeg,
590,경기도,성남시 수정구,태평동,성남-rtbs-375,전신주,태평4동 행정복지센터 앞,37.445591,127.132776,2022.10.24,성남-rtbs-375-02.jpeg,
591,경기도,성남시 중원구,금광동,성남-rtbs-377,전봇대,성남 중앙병원,37.453513,127.161953,2022.10.18,성남-rtbs-377-01.jpeg,
592,경기도,성남시 수정구,수진동,성남-rtbs-379,이정표,몽뻬르 과자점 앞,37.440352,127.130292,2022.10.24,성남-rtbs-379-01.jpeg,
593,경기도,성남시 수정구,수진동,성남-rtbs-379,가로수,몽뻬르 과자점 앞,37.440372,127.130337,2022.10.24,성남-rtbs-379-02.jpeg,
594,경기도,성남시 중원구,금광동,성남-rtbs-380,제어기,금광중 정문,37.44625,127.170837,2022.10.17,성남-rtbs-380-01.jpeg,
595,경기도,성남시 중원구,금광동,성남-rtbs-380,신호등,금광중 정문,37.446252,127.170879,2022.10.17,성남-rtbs-380-02.jpeg,
596,경기도,성남시 중원구,금광동,성남-rtbs-380,그늘막,금광중 정문,37.446258,127.170913,2022.10.17,성남-rtbs-380-03.jpeg,
597,경기도,성남시 중원구,금광동,성남-rtbs-381,제어기,대원중학교 광명로 방향,37.44781,127.172925,2022.10.17,성남-rtbs-381-01.jpeg,
598,경기도,성남시 중원구,금광동,성남-rtbs-381,신호등,대원중학교 광명로 방향,37.447814,127.17292,2022.10.17,성남-rtbs-381-02.jpeg,
599,경기도,성남시 중원구,금광동,성남-rtbs-381,그늘막,대원중학교 광명로 방향,37.447805,127.17288,2022.10.17,성남-rtbs-381-03.jpeg,
600,경기도,성남시 수정구,태평동,성남-rtbs-382,전신주,GS25 성남한전점 옆,37.443089,127.130672,2022.10.21,성남-rtbs-382-01.jpeg,
